"classificationCode","databaseCode","PARENT_ID","ELEMENT_GLOBAL_ID","hierarchyLevel","colloquialName","scientificName","taxon","indicator"
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Quercus lyrata",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Quercus michauxii",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Quercus muehlenbergii",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Quercus shumardii",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Sambucus nigra",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Sambucus nigra ssp. canadensis",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Sanicula canadensis",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Smallanthus uvedalius",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Teucrium canadense",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Tilia americana",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Ulmus americana",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Ulmus rubra",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Verbesina alternifolia",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Verbesina occidentalis",0
"TP1.a2.Nb.1.a","CEGL008429",899754,683393,"Association","Mixed Hardwood Rich Levee Bottomland Forest","Platanus occidentalis - Celtis laevigata - Liriodendron tulipifera / Lindera benzoin - Arundinaria gigantea / Amphicarpaea bracteata Floodplain Forest","Verbesina virginica",0
"TP1.a2.Nb.1.a","CEGL007913",899752,684054,"Association","Mississippi River Sycamore Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Celtis laevigata - (Liquidambar styraciflua) Floodplain Forest","Celtis laevigata",1
"TP1.a2.Nb.1.a","CEGL007913",899752,684054,"Association","Mississippi River Sycamore Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Celtis laevigata - (Liquidambar styraciflua) Floodplain Forest","Fraxinus pennsylvanica",1
"TP1.a2.Nb.1.a","CEGL007913",899752,684054,"Association","Mississippi River Sycamore Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Celtis laevigata - (Liquidambar styraciflua) Floodplain Forest","Liquidambar styraciflua",1
"TP1.a2.Nb.1.a","CEGL007913",899752,684054,"Association","Mississippi River Sycamore Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Celtis laevigata - (Liquidambar styraciflua) Floodplain Forest","Platanus occidentalis",1
"TP1.a2.Nb.1.a","CEGL007913",899752,684054,"Association","Mississippi River Sycamore Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Celtis laevigata - (Liquidambar styraciflua) Floodplain Forest","Acer negundo",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Fraxinus pennsylvanica",1
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Platanus occidentalis",1
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Quercus imbricaria",1
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Acer negundo",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Acer negundo var. negundo",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Acer rubrum",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Acer rubrum var. trilobum",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Boehmeria cylindrica",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Carex intumescens",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Juncus effusus",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Liriodendron tulipifera",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Packera aurea",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Phacelia purshii",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Prunus serotina",0
"TP1.a2.Nb.1.a","CEGL007339",899754,684920,"Association","Montane Alluvial Forest (Cades Cove/Oconaluftee Type)","Platanus occidentalis - Fraxinus pennsylvanica - Quercus imbricaria Floodplain Forest","Verbesina alternifolia",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Cornus sericea",1
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Fraxinus pennsylvanica",1
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Platanus occidentalis",1
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Ulmus americana",1
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Acalypha rhomboidea",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Boehmeria cylindrica",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Carex bebbii",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Carex granularis",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Carex pellita",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Carya cordiformis",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Carya tomentosa",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Celtis occidentalis",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Dichanthelium acuminatum",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Dichanthelium acuminatum var. fasciculatum",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Ilex verticillata",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Lysimachia ciliata",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Mentha arvensis",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Onoclea sensibilis",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Quercus bicolor",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Scutellaria lateriflora",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Spiraea alba",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Spiraea alba var. latifolia",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Symphyotrichum racemosum",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Thelypteris palustris",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Toxicodendron radicans",0
"TP1.a2.Nb.1.a","CEGL006901",899753,742058,"Association","Sinkhole Pond Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica - Ulmus americana / Cornus sericea Floodplain Forest","Vitis riparia",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Carpinus caroliniana",1
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Fraxinus pennsylvanica",1
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Platanus occidentalis",1
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Verbesina alternifolia",1
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Acer saccharum",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Ageratina altissima",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Alliaria petiolata",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Allium cernuum",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Amphicarpaea bracteata",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Arabis laevigata",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Aristolochia macrophylla",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Asarum canadense",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Asimina triloba",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Betula nigra",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Boehmeria cylindrica",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Brachyelytrum erectum",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Campsis radicans",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Cardamine hirsuta",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Cardamine impatiens",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Carpinus caroliniana ssp. virginiana",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Cercis canadensis",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Chasmanthium latifolium",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Chionanthus virginicus",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Cinna arundinacea",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Circaea lutetiana",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Circaea lutetiana ssp. canadensis",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Cornus florida",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Cryptotaenia canadensis",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Dichanthelium clandestinum",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Dioscorea villosa",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Dirca palustris",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Elymus hystrix",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Elymus virginicus",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Eurybia divaricata",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Festuca subverticillata",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Fraxinus americana",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Galium aparine",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Geum canadense",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Glechoma hederacea",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Halesia tetraptera",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Hamamelis virginiana",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Iris cristata",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Juglans nigra",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Laportea canadensis",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Lindera benzoin",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Liriodendron tulipifera",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Lonicera japonica",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Lysimachia ciliata",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Maianthemum racemosum",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Microstegium vimineum",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Nyssa sylvatica",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Packera aurea",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Parthenocissus quinquefolia",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Phlox paniculata",0
"TP1.a2.Nb.1.a","CEGL006458",899753,795056,"Association","New River Sycamore - Ash Floodplain Forest","Platanus occidentalis - Fraxinus pennsylvanica / Carpinus caroliniana / Verbesina alternifolia Floodplain Forest","Pilea pumila",0
