"ELEMENT_GLOBAL_ID","LINKAGE","SUBNATION_ID","stateCode","stateName","stateName2","stateRank","REL_STD_TO_NONSTD_CD","REL_NONSTD_TO_STD_CD","CONFIDENCEDESC","crosswalkNote"
684327,"1 direct",8,"CEGL000392","[gname]","<i>Picea pungens / Juniperus communis</i> Forest","S4S5",":=",":=","Certain",""
684903,"1 direct",8,"CEGL000393","[gname]","<i>Picea pungens / Linnaea borealis</i> Forest","SU",":=",":=","Certain",""
685674,"1 direct",8,"CEGL000394","[gname]","<i>Picea pungens / Lonicera involucrata</i> Forest","SU",":=",":=","Certain",""
684014,"1 direct",8,"CEGL000395","[gname]","<i>Picea pungens / Mahonia repens</i> Forest","S5",":=",":=","Certain",""
689430,"1 direct",53,"CEGL007130","[gname]","<i>Picea rubens - (Abies fraseri) / (Rhododendron catawbiense, Rhododendron maximum)</i> Forest","S1",":=",":=","Certain",""
689430,"1 direct",50,"CEGL007130","[gname]","<i>Picea rubens - (Abies fraseri) / (Rhododendron catawbiense, Rhododendron maximum)</i> Forest","SNR",":=",":=","Certain",""
685035,"1 direct",50,"CEGL004983","[gname]","<i>Picea rubens - (Betula alleghaniensis, Aesculus flava) / Rhododendron (maximum, catawbiense)</i> Forest","SNR",":=",":=","Certain",""
685035,"1 direct",53,"CEGL004983","<i>Picea rubens - Betula alleghaniensis / Rhododendron (maximum, catawbiense)</i> Forest","<i>Picea rubens - Betula alleghaniensis / Rhododendron (maximum, catawbiense)</i> Forest","S1",":=",":=","Certain",""
689577,"1 direct",69,"CEGL006273","[gname]","<i>Picea rubens - Abies balsamea - Betula papyrifera</i> Forest","SNR",":=",":=","Certain",""
684832,"1 direct",69,"CEGL006505","<i>Picea rubens - Betula</i> spp. - <i>Acer rubrum</i> Forest","<i>Picea rubens - Betula</i> spp. - <i>Acer rubrum</i> Forest","SNA",":=",":=","Certain",""
687398,"1 direct",69,"CEGL006151","[gname]","<i>Picea rubens - Picea glauca</i> Forest","SNA",":=",":=","Certain",""
683584,"1 direct",69,"CEGL006250","[gname]","<i>Picea rubens / Ribes glandulosum</i> Woodland","SNA",":=",":=","Certain",""
686595,"1 direct",69,"CEGL006053","[gname]","<i>Picea rubens / Vaccinium angustifolium / Sibbaldiopsis tridentata</i> Woodland","SNA",":=",":=","Certain",""
686595,"1 direct",45,"CEGL006053","[gname]","<i>Picea rubens / Vaccinium angustifolium / Sibbaldiopsis tridentata</i> Woodland","S1",":=",":=","Certain",""
685090,"1 direct",44,"CEGL002603","<i>Picea sitchensis - Tsuga heterophylla / Rhododendron macrophyllum - Vaccinium ovatum</i>","<i>Picea sitchensis - Tsuga heterophylla / Rhododendron macrophyllum - Vaccinium ovatum</i>","S1",":=",":=","Certain",""
683245,"1 direct",1,"CEGL003273","<i>Picea sitchensis/Athyrium filix-femina</i>","<i>Picea sitchensis/Athyrium filix-femina</i>","SNR",":=",":=","Certain",""
686607,"1 direct",1,"CEGL003268","<i>Picea sitchensis</i>/Bryophyte","<i>Picea sitchensis</i>/Bryophyte","S4",":=",":=","Certain",""
684849,"1 direct",1,"CEGL003267","<i>Picea sitchensis/Calamagrostis canadensis</i>","<i>Picea sitchensis/Calamagrostis canadensis</i>","S5",":=",":=","Certain",""
942437,"1 direct",1,"CEGL005523","[gname]","<i>Picea sitchensis / Calamagrostis nutkaensis</i> Forest","SNR",":=",":=","Certain",""
942437,"1 direct",56,"CEGL005523","[gname]","<i>Picea sitchensis / Calamagrostis nutkaensis</i> Forest","SNR",":=",":=","Certain",""
687828,"1 direct",1,"CEGL003272","<i>Picea sitchensis/Dryopteris dilitata</i>","<i>Picea sitchensis/Dryopteris dilitata</i>","SNR",":=",":=","Certain",""
688231,"1 direct",1,"CEGL003269","<i>Picea sitchensis/Empetrum nigrum</i>","<i>Picea sitchensis/Empetrum nigrum</i>","SNR",":=",":=","Certain",""
942438,"1 direct",56,"CEGL005524","[gname]","<i>Picea sitchensis / Gaultheria shallon</i> Forest","S2S3",":=",":=","Certain",""
687648,"1 direct",1,"CEGL003260","<i>Picea sitchensis/Oplopanax horridum/Circaea alpina</i>","<i>Picea sitchensis/Oplopanax horridum/Circaea alpina</i>","S2",":=",":=","Certain",""
687647,"1 direct",1,"CEGL003259","<i>Picea sitchensis/Oplopanax horridum/Dryopteris dilitata</i>","<i>Picea sitchensis/Oplopanax horridum/Dryopteris dilitata</i>","S5",":=",":=","Certain",""
689626,"1 direct",1,"CEGL003263","<i>Picea sitchensis/Vaccinium</i> sp./<i>Athyrium filix-femina</i>","<i>Picea sitchensis/Vaccinium</i> sp./<i>Athyrium filix-femina</i>","S3",":=",":=","Certain",""
690004,"1 direct",44,"CEGL002992","<i>Artemisia spinescens / Sitanion hystrix</i>","<i>Artemisia spinescens / Sitanion hystrix</i>","SU",":=",":=","Certain",""
690004,"1 direct",18,"CEGL002992","<i>Picrothamnus desertorum / Elymus elymoides</i> Dwarf-shrubland","<i>Picrothamnus desertorum / Elymus elymoides</i> Dwarf-shrubland","SNR",":=",":=","Certain",""
687644,"1 direct",40,"CEGL001452","[gname]","<i>Picrothamnus desertorum</i> Shrubland","SNR",":=",":=","Certain",""
687644,"1 direct",33,"CEGL001452","<i>Artemisia spinescens</i> Dwarf Shrubland","<i>Artemisia spinescens</i> Dwarf Shrubland","SNR",":=",":=","Certain",""
688238,"1 direct",56,"CEGL000753","[gname]","<i>Pinus albicaulis / Calamagrostis rubescens</i> Woodland","S2",":=",":=","Certain",""
687334,"1 direct",18,"CEGL000129","[gname]","<i>Pinus albicaulis / Carex rossii</i> Forest","S1",":=",":=","Certain",""
687334,"1 direct",33,"CEGL000129","[gname]","<i>Pinus albicaulis / Carex rossii</i> Forest","SNR",":=",":=","Certain",""
687811,"1 direct",59,"CEGL000755","[gname]","<i>Pinus albicaulis / Festuca idahoensis</i> Woodland","SNR",":=",":=","Certain",""
687811,"1 direct",33,"CEGL000755","[gname]","<i>Pinus albicaulis / Festuca idahoensis</i> Woodland","SNR",":=",":=","Certain",""
687811,"1 direct",18,"CEGL000755","[gname]","<i>Pinus albicaulis / Festuca idahoensis</i> Woodland","S4?",":=",":=","Certain",""
687234,"1 direct",56,"CEGL000756","[gname]","<i>Pinus albicaulis / Juniperus communis</i> Woodland","S1S3",":=",":=","Certain",""
687234,"1 direct",18,"CEGL000756","[gname]","<i>Pinus albicaulis / Juniperus communis</i> Woodland","S2",":=",":=","Certain",""
687234,"1 direct",33,"CEGL000756","[gname]","<i>Pinus albicaulis / Juniperus communis</i> Woodland","SNR",":=",":=","Certain",""
687234,"1 direct",44,"CEGL000756","<i>Tsuga mertensiana - Abies lasiocarpa / Juniperus communis</i>","<i>Tsuga mertensiana - Abies lasiocarpa / Juniperus communis</i>","SNR",":=",":=","Certain",""
688072,"1 direct",60,"CEGL000131","[gname]","<i>Pinus albicaulis / Vaccinium scoparium</i> Forest","SNA",":=",":=","Certain","- may occur in AB but ours tend to be woodlands (average 50% tree cover according to Timoney 1999), <i>Abies bifolia </i>constant - AB<i> Pinus albicauclis </i>with <i>Vaccinium scoparium</i> likely fit best under CEGL000752. "
688072,"1 direct",33,"CEGL000131","[gname]","<i>Pinus albicaulis / Vaccinium scoparium</i> Forest","SNR",":=",":=","Certain",""
688072,"1 direct",18,"CEGL000131","[gname]","<i>Pinus albicaulis / Vaccinium scoparium</i> Forest","S4?",":=",":=","Certain",""
688072,"1 direct",44,"CEGL000131","<i>Pinus albicaulis / Vaccinium scoparium</i>","<i>Pinus albicaulis / Vaccinium scoparium</i>","S3",":=",":=","Certain",""
684122,"1 direct",8,"CEGL000759","[gname]","<i>Pinus aristata / Festuca arizonica</i> Woodland","S3",":=",":=","Certain",""
684123,"1 direct",8,"CEGL000760","[gname]","<i>Pinus aristata / Festuca thurberi</i> Woodland","S2",":=",":=","Certain",""
684510,"1 direct",8,"CEGL002894","[gname]","<i>Pinus aristata / Juniperus communis</i> Woodland","SU",":=",":=","Certain",""
684942,"1 direct",8,"CEGL000761","[gname]","<i>Pinus aristata / Ribes montigenum</i> Woodland","S2",":=",":=","Certain",""
685793,"1 direct",8,"CEGL000762","[gname]","<i>Pinus aristata / Trifolium dasyphyllum</i> Woodland","S2",":=",":=","Certain","<a href=""https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1225590/Pinus_aristata_-_Pinus_longaeva_Southern_Rocky_Mountain_Forest_Woodland_Group"">G102. Southern Rocky Mountain Bristlecone Pine Forest & Woodland</a> - <a href=""https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.898999/Pinus_aristata_Woodland_Alliance"">A0537. Pinus aristata Woodland Alliance</a>. This is a woodland association dominated by the evergreen needle-leaved tree <b><i>Pinus aristata</i>, averaging 40-50% cover.</b> <i>Picea engelmannii</i>, another coniferous tree, is present as scattered individuals. Seedlings and saplings of either species are infrequent and shrubs are absent from most stands. The herbaceous understory layer is moderately sparse, with total cover averaging <20%. The perennial forb <i><b>Trifolium dasyphyllum</b></i><b> clearly dominates, with 10-12% cover.</b> The remaining herbaceous species are a mix of perennial graminoids and forbs; important species include the graminoids <i>Calamagrostis purpurascens, Carex siccata, Festuca brachyphylla</i>, and <i>Trisetum spicatum</i>, and the forbs <i>Achillea millefolium, Arenaria fendleri, Penstemon whippleanus, Polemonium pulcherrimum ssp. delicatum, Sedum stenopetalum</i>, and <i>Solidago simplex</i>. (NatureServe Explorer 2024)"
684320,"1 direct",8,"CEGL002895","[gname]","<i>Pinus aristata / Vaccinium myrtillus</i> Woodland","S2",":=",":=","Certain",""
688328,"1 direct",44,"CEGL000763","<i>Pinus attenuata / Arctostaphylos nevadensis</i>","<i>Pinus attenuata / Arctostaphylos nevadensis</i>","S2",":=",":=","Certain",""
685740,"1 direct",69,"CEGL002483","[gname]","<i>Pinus banksiana - (Picea mariana, Pinus strobus) / Vaccinium</i> spp. Rocky Woodland","SNR",":=",":=","Certain",""
685740,"1 direct",62,"CEGL002483","<i>Pinus banksiana-Picea mariana/Vaccinium</i> spp./Lichen Rocky Woodland","<i>Pinus banksiana-Picea mariana/Vaccinium</i> spp./Lichen Rocky Woodland","S4?",":=",":=","Certain","An open-canopied (25-60% overall tree canopy cover) woodland found on rock outcrops and dominated by Pinus banksiana and Picea mariana. Shrub and herb strata are poorly developed to absent. Species which may be present include Vaccinium spp. (V. angustifolium, V. myrtilloides, V. vitis-idaea), Juniperus communis and Arctostaphylos uva-ursi. The soil surface may be covered by an almost continuous carpet of lichens (Cladina spp., Cladonia spp.). Occurring mainly on rock outcrops or dry, rapidly drained, shallow sandy soils. Additional information is required to fully document this type and distinguish it from the Pinus banksiana/Lichen Woodland (CEGL002522). Similar to Manitoba FEC type V26. Reference: Zoladeski, et al. (1995)."
686798,"1 direct",69,"CEGL002448","[gname]","<i>Pinus banksiana - Picea mariana / Vaccinium</i> spp. / <i>Pleurozium schreberi</i> Forest","SNR",":=",":=","Certain",""
686798,"1 direct",62,"CEGL002448","<i>Pinus banksiana-Picea mariana/Vaccinium</i> spp./<i>Pleurozium schreberi</i> Forest","<i>Pinus banksiana-Picea mariana/Vaccinium</i> spp./<i>Pleurozium schreberi</i> Forest","S4",":=",":=","Certain","An upland forest dominated by Pinus banksiana and Picea mariana. Scattered occurrences of Picea mariana and Alnus viridis [= A. crispa] form the tall shrub stratum. The herb and low shrub strata may be quite poorly developed, with the most common species including Vaccinium spp., Aralia nudicaulis, Cornus canadensis and Maianthemum canadense. The forest floor is covered with a continuous mat of mosses, including Pleurozium schreberi, Hylocomium splendens, Ptilium crista-castrensis and Dicranum polysetum. Occurring on dry to moist, coarse to fine textured, mineral soils. Similar to Manitoba FEC type V28 and NW Ontario FEC type V32. References: Zoladeski, et al. (1995), Sims, et al. (1989)."
686561,"1 direct",69,"CEGL002518","[gname]","<i>Pinus banksiana - Populus tremuloides / Diervilla lonicera</i> Forest","SNR",":=",":=","Certain",""
686561,"1 direct",62,"CEGL002518","<i>Pinus banksiana-Populus tremuloides/Diervilla lonicera</i> Forest","<i>Pinus banksiana-Populus tremuloides/Diervilla lonicera</i> Forest","SNA",":=",":=","Certain","An upland Pinus banksiana-dominated, mixed forest often with Populus tremuloides, Picea mariana and Betula papyrifera in the tree canopy. The understorey is typically herb and shrub rich, with Diervilla lonicera, Alnus viridis [= A. crispa], Rosa acicularis, Amelanchier alnifolia and Viburnum spp. the most important tall shrubs. Low shrubs may include Vaccinium vitis-idaea, and Arctostaphylos uva-ursi. Linnaea borealis, Cornus canadensis, Fragaria virginiana, Aster ciliolatus, Rubus pubescens and Aralia nudicaulis are among the important herbs. Occurring on fresh to moist, rapidly drained, fine-textured mineral soils. Similar to Manitoba FEC type V15. References: Zoladeski, et al. (1995), Mueller-Dombois (1964)."
685185,"1 direct",69,"CEGL002437","[gname]","<i>Pinus banksiana / Abies balsamea</i> Forest","SNA",":=",":=","Certain",""
686707,"1 direct",69,"CEGL002438","[gname]","<i>Pinus banksiana / Arctostaphylos uva-ursi</i> Forest","SNA",":=",":=","Certain",""
686707,"1 direct",62,"CEGL002438","<i>Pinus banksiana/Arctostaphylos uva-ursi </i>Forest","<i>Pinus banksiana/Arctostaphylos uva-ursi </i>Forest","S3S4",":=",":=","Certain","An even-aged Pinus banksiana forest with a variable understory. Tall shrubs tend to occur in widely-spaced clumps, and include Amelanchier spp., Alnus viridis [= A. crispa], and Corylus cornuta. The abundance and richness of low shrubs on the forest floor is a diagnostic feature of this community, with the most common species being Arctostaphylos uva-ursi, Rosa acicularis, Linnaea borealis, Vaccinium spp., and Diervilla lonicera. The herbaceous layer may include Maianthemum canadense, Elymus innovatus, Oryzopsis asperifolia, Cornus canadensis, and Lathyrus ochroleucus. Patches of Pleurozium schreberi are scattered and discontinuous. Soils are rapidly drained Podzols, with fresh moisture regime and silty to sandy particle sizes. Similar to Manitoba FEC type V24. Reference: Zoladeski, et al. (1995)."
689532,"1 direct",69,"CEGL006041","<i>Pinus banksiana / Kalmia angustifolia - Vaccinium</i> spp. / <i>Cladina</i> sp. Woodland","<i>Pinus banksiana / Kalmia angustifolia - Vaccinium</i> spp. / <i>Cladina</i> sp. Woodland","S3?",":=",":=","Certain",""
684173,"1 direct",51,"CEGL004600","[gname]","<i>Pinus cembroides - Quercus gravesii - Juniperus flaccida / Salvia regla - Piptochaetium fimbriatum</i> Forest","S2?",":=",":=","Certain","As written, this association is unique to Chisos Mtns, but nominal species except weeping juniper occur in other ranges. Need to define more broadly to apply to occurrences in all mtn ranges or split into multiple associations."
686999,"1 direct",51,"CEGL004596","[gname]","<i>Pinus cembroides - Quercus grisea - Juniperus flaccida / Salvia regla / Muhlenbergia emersleyi</i> Woodland","S2?",":=",":=","Certain","As written, this association is unique to Chisos Mtns, but nominal species except weeping juniper occur in other ranges. Need to define more broadly to apply to occurrences in all mtn ranges or split into multiple associations."
689939,"1 direct",51,"CEGL004598","[gname]","<i>Pinus cembroides - Quercus grisea - Quercus emoryi / Mimosa dysocarpa / Bouteloua gracilis</i> Woodland","S2?",":=",":=","Certain","This association has been defined for Davis Mtns, but nominal species may co-occur in other ranges. Need to define more broadly to apply to occurrences in all mtn ranges or split into multiple associations."
688440,"1 direct",51,"CEGL003551","[gname]","<i>Pinus cembroides - Quercus grisea / Agave lechuguilla / Bouteloua curtipendula</i> Woodland","S2?",":=",":=","Certain",""
684182,"1 direct",51,"CEGL004599","[gname]","<i>Pinus cembroides - Quercus grisea / Muhlenbergia montana - Piptochaetium pringlei</i> Woodland","S2?",":=",":=","Certain","This association has been defined for Davis Mtns, but nominal species may co-occur in other ranges. Need to define more broadly to apply to occurrences in all mtn ranges or split into multiple associations."
689124,"1 direct",2,"CEGL003554","[gname]","<i>Pinus clausa / Quercus geminata - Quercus myrtifolia - Conradina canescens</i> Woodland","S1",":=",":=","Certain","new code: CEAL003554. new name: PINUS CLAUSA - QUERCUS MYRTIFOLIA - QUERCUS GEMINATA - CONRADINA CANESCENS woodland/Gulf coastal scrub. old code: CE.AL.0038. old name: PINUS CLAUSA - QUERCUS MYRTIFOLIA - QUERCUS GEMINATA - QUERCUS CHAPMANII/Gulf coastal scrub. comments: code & name change to new classification 11/27/2000."
685997,"1 direct",44,"CEGL000171","<i>Pinus contorta</i> ssp. <i>latifolia / Vaccinium uliginosum</i>","<i>Pinus contorta</i> ssp. <i>latifolia / Vaccinium uliginosum</i>","S4",":=",":=","Certain",""
685997,"1 direct",18,"CEGL000171","<i>Pinus contorta / </i><i>V</i><i>accinium uliginosum </i>Forest","<i>Pinus contorta / </i><i>V</i><i>accinium uliginosum </i>Forest","S2",":=",":=","Certain",""
685877,"1 direct",44,"CEGL000165","<i>Pinus contorta</i> var. <i>latifolia / Achnatherum occidentale</i> ssp. <i>occidentale</i>","<i>Pinus contorta</i> var. <i>latifolia / Achnatherum occidentale</i> ssp. <i>occidentale</i>","S3",":=",":=","Certain",""
684650,"1 direct",44,"CEGL000133","<i>Pinus contorta</i> var. <i>latifolia / Arctostaphylos nevadensis</i>","<i>Pinus contorta</i> var. <i>latifolia / Arctostaphylos nevadensis</i>","S3",":=",":=","Certain",""
684389,"1 direct",18,"CEGL000135","[gname]","<i>Pinus contorta / Arnica cordifolia</i> Forest","S3?",":=",":=","Certain",""
684389,"1 direct",33,"CEGL000135","[gname]","<i>Pinus contorta / Arnica cordifolia</i> Forest","SNR",":=",":=","Certain",""
686596,"1 direct",44,"CEGL000137","<i>Pinus contorta</i> var. <i>latifolia / Artemisia tridentata / Elymus elymoides</i>","<i>Pinus contorta</i> var. <i>latifolia / Artemisia tridentata / Elymus elymoides</i>","S3",":=",":=","Certain",""
685794,"1 direct",44,"CEGL000136","<i>Pinus contorta</i> var. <i>latifolia / Artemisia tridentata / Festuca idahoensis</i>","<i>Pinus contorta</i> var. <i>latifolia / Artemisia tridentata / Festuca idahoensis</i>","S3",":=",":=","Certain",""
687489,"1 direct",33,"CEGL000139","[gname]","<i>Pinus contorta / Calamagrostis rubescens</i> Forest","SNR",":=",":=","Certain",""
687489,"1 direct",59,"CEGL000139","[gname]","<i>Pinus contorta / Calamagrostis rubescens</i> Forest","SNR",":=",":=","Certain",""
687489,"1 direct",56,"CEGL000139","[gname]","<i>Pinus contorta / Calamagrostis rubescens</i> Forest","S3",":=",":=","Certain",""
687489,"1 direct",18,"CEGL000139","[gname]","<i>Pinus contorta / Calamagrostis rubescens</i> Forest","S4",":=",":=","Certain",""
