"ELEMENT_GLOBAL_ID","LINKAGE","SUBNATION_ID","stateCode","stateName","stateName2","stateRank","REL_STD_TO_NONSTD_CD","REL_NONSTD_TO_STD_CD","CONFIDENCEDESC","crosswalkNote"
683248,"1 direct",18,"CEGL000726","[gname]","<i>Juniperus occidentalis / Cercocarpus ledifolius - Symphoricarpos oreophilus</i> Woodland","S1",":=",":=","Certain",""
683248,"1 direct",44,"CEGL000726","<i>Juniperus occidentalis / Cercocarpus ledifolius - Symphoricarpos oreophilus</i>","<i>Juniperus occidentalis / Cercocarpus ledifolius - Symphoricarpos oreophilus</i>","S2",":=",":=","Certain",""
684927,"1 direct",44,"CEGL000725","<i>Juniperus occidentalis / Cercocarpus ledifolius / Pseudoroegneria spicata</i>","<i>Juniperus occidentalis / Cercocarpus ledifolius / Pseudoroegneria spicata</i>","S4",":=",":=","Certain",""
688904,"1 direct",8,"CEGL000732","[gname]","<i>Juniperus osteosperma - Juniperus monosperma</i> / Sparse Understory Woodland","S5",":=",":=","Certain","2025-03-10 Exchange 1524:The National Scientific Name changed from Juniperus osteosperma / Sparse Understory Woodland (2-180049) to Juniperus osteosperma - Juniperus monosperma / Sparse Understory Woodland (2-180033)."
686382,"1 direct",8,"CEGL000729","[gname]","<i>Juniperus osteosperma / Artemisia nova</i> / Rock Woodland","S1",":=",":=","Certain",""
686259,"1 direct",59,"CEGL000728","[gname]","<i>Juniperus osteosperma / Artemisia nova</i> Woodland","SNR",":=",":=","Certain",""
686259,"1 direct",8,"CEGL000728","[gname]","<i>Juniperus osteosperma / Artemisia nova</i> Woodland","S5",":=",":=","Certain",""
686259,"1 direct",18,"CEGL000728","[gname]","<i>Juniperus osteosperma / Artemisia nova</i> Woodland","S1?",":=",":=","Certain",""
686383,"1 direct",8,"CEGL000730","[gname]","<i>Juniperus osteosperma / Artemisia tridentata</i> Woodland","S1",":=",":=","Certain",""
686383,"1 direct",59,"CEGL000730","[gname]","<i>Juniperus osteosperma / Artemisia tridentata</i> Woodland","SNR",":=",":=","Certain",""
685440,"1 direct",8,"CEGL000733","[gname]","<i>Juniperus osteosperma / Cercocarpus intricatus</i> Woodland","S1",":=",":=","Certain",""
688358,"1 direct",33,"CEGL000734","[gname]","<i>Juniperus osteosperma / Cercocarpus ledifolius</i> Woodland","SNR",":=",":=","Certain",""
688358,"1 direct",59,"CEGL000734","[gname]","<i>Juniperus osteosperma / Cercocarpus ledifolius</i> Woodland","SNR",":=",":=","Certain",""
688820,"1 direct",8,"CEGL002909","[gname]","<i>Juniperus osteosperma / Coleogyne ramosissima</i> Woodland","S1",":=",":=","Certain",""
685412,"1 direct",8,"CEGL000741","[gname]","<i>Juniperus osteosperma / Symphoricarpos oreophilus</i> Woodland","SU",":=",":=","Certain",""
689211,"1 direct",8,"CEGL000727","[gname]","<i>Juniperus osteosperma</i> Woodland","S2",":=",":=","Certain",""
688653,"1 direct",33,"CEGL000742","[gname]","<i>Juniperus scopulorum / Artemisia nova</i> Woodland","SNR",":=",":=","Certain",""
684645,"1 direct",33,"CEGL000743","[gname]","<i>Juniperus scopulorum / Artemisia tridentata</i> Woodland","SNR",":=",":=","Certain",""
684645,"1 direct",59,"CEGL000743","[gname]","<i>Juniperus scopulorum / Artemisia tridentata</i> Woodland","SNR",":=",":=","Certain",""
684645,"1 direct",8,"CEGL000743","[gname]","<i>Juniperus scopulorum / Artemisia tridentata</i> Woodland","S1",":=",":=","Certain",""
688363,"1 direct",33,"CEGL000745","[gname]","<i>Juniperus scopulorum / Cercocarpus montanus</i> Woodland","SNR",":=",":=","Certain",""
688363,"1 direct",8,"CEGL000745","[gname]","<i>Juniperus scopulorum / Cercocarpus montanus</i> Woodland","S2",":=",":=","Certain",""
688752,"1 direct",59,"CEGL000748","[gname]","<i>Juniperus scopulorum / Pseudoroegneria spicata</i> Woodland","SNR",":=",":=","Certain",""
688752,"1 direct",33,"CEGL000748","[gname]","<i>Juniperus scopulorum / Pseudoroegneria spicata</i> Woodland","SNR",":=",":=","Certain",""
688752,"1 direct",8,"CEGL000748","[gname]","<i>Juniperus scopulorum / Pseudoroegneria spicata</i> Woodland","SU",":=",":=","Certain",""
684938,"1 direct",8,"CEGL000749","[gname]","<i>Juniperus scopulorum / Purshia tridentata</i> Woodland","S2",":=",":=","Certain",""
684939,"1 direct",59,"CEGL000750","[gname]","<i>Juniperus scopulorum / Schizachyrium scoparium</i> Woodland","SNR",":=",":=","Certain",""
684939,"1 direct",8,"CEGL000750","[gname]","<i>Juniperus scopulorum / Schizachyrium scoparium</i> Woodland","S2",":=",":=","Certain",""
687017,"1 direct",51,"CEGL003550","[gname]","<i>Juniperus scopulorum</i> Woodland","S1S2",":=",":=","Certain",""
686269,"1 direct",14,"CEGL007813","[gname]","<i>Juniperus virginiana var. silicicola - (Quercus virginiana, Sabal palmetto)</i> Forest","SNR",":=",":=","Certain",""
686832,"1 direct",53,"CEGL008470","[gname]","<i>Kalmia latifolia - Gaylussacia (baccata, brachycera)</i> Cumberland Shrubland","SNR",":=",":=","Certain",""
686832,"1 direct",22,"CEGL008470","[gname]","<i>Kalmia latifolia - Gaylussacia (baccata, brachycera)</i> Cumberland Shrubland","S2S3",":=",":=","Certain",""
689787,"1 direct",22,"CEGL003814","[gname]","<i>Kalmia latifolia - Rhododendron catawbiense - (Gaylussacia baccata, Pieris floribunda, Vaccinium corymbosum)</i> Shrubland","S3",":=",":=","Certain",""
689787,"1 direct",14,"CEGL003814","[gname]","<i>Kalmia latifolia - Rhododendron catawbiense - (Gaylussacia baccata, Pieris floribunda, Vaccinium corymbosum)</i> Shrubland","SNR",":=",":=","Certain",""
689787,"1 direct",53,"CEGL003814","<i>Kalmia latifolia - Rhododendron catawbiense - Gaylussacia baccata - (Vaccinium corymbosum)</i> Shrubland","<i>Kalmia latifolia - Rhododendron catawbiense - Gaylussacia baccata - (Vaccinium corymbosum)</i> Shrubland","S1",":=",":=","Certain",""
685714,"1 direct",8,"CEGL001323","[gname]","<i>Krascheninnikovia lanata / Achnatherum hymenoides</i> Dwarf-shrubland","S1",":=",":=","Certain","SYNONYMUS WITH CERATOIDES LANATA."
685714,"1 direct",59,"CEGL001323","<i>Krascheninnikovia lanata / </i><i>O</i><i>ryzopsis hymenoides </i>Dwarf-shrubland","<i>Krascheninnikovia lanata / </i><i>O</i><i>ryzopsis hymenoides </i>Dwarf-shrubland","SNR",":=",":=","Certain",""
687395,"1 direct",33,"CEGL001325","<i>Krascheninnikovia lanata / Phlox</i> spp. Dwarf Shrubland","<i>Krascheninnikovia lanata / Phlox</i> spp. Dwarf Shrubland","SNR",":=",":=","Certain",""
685572,"1 direct",8,"CEGL001322","[gname]","<i>Krascheninnikovia lanata / Pleuraphis jamesii</i> Dwarf-shrubland","S3S4",":=",":=","Certain",""
687591,"1 direct",8,"CEGL001326","[gname]","<i>Krascheninnikovia lanata / Poa secunda</i> Dwarf-shrubland","S3",":=",":=","Certain",""
687591,"1 direct",56,"CEGL001326","[gname]","<i>Krascheninnikovia lanata / Poa secunda</i> Dwarf-shrubland","S1",":=",":=","Certain",""
687591,"1 direct",18,"CEGL001326","[gname]","<i>Krascheninnikovia lanata / Poa secunda</i> Dwarf-shrubland","S2",":=",":=","Certain",""
687591,"1 direct",44,"CEGL001326","<i>Krascheninnikovia lanata / Poa secunda - Elymus elymoides</i>","<i>Krascheninnikovia lanata / Poa secunda - Elymus elymoides</i>","S1",":=",":=","Certain",""
685394,"1 direct",50,"CEGL003951","[gname]","<i>Leiophyllum buxifolium</i> Dwarf-shrubland","SNR",":=",":=","Certain",""
687595,"1 direct",51,"CEGL007789","[gname]","<i>Leucophyllum frutescens - Salvia ballotiflora - Lippia graveolens</i> Shrubland","S1S2",":=",":=","Certain",""
687754,"1 direct",8,"CEGL002745","[gname]","<i>Leymus salinus</i> Shale Sparse Vegetation","S3",":=",":=","Certain",""
688902,"1 direct",18,"CEGL001642","[gname]","<i>Leymus salinus ssp. salmonis - Enceliopsis nudicaulis</i> Sparse Vegetation","S2",":=",":=","Certain",""
684777,"1 direct",18,"CEGL001643","[gname]","<i>Leymus salinus ssp. salmonis - Lupinus argenteus</i> Sparse Vegetation","S2",":=",":=","Certain",""
688164,"1 direct",16,"CEGL008076","<i>Lipochaeta</i> sp. Coastal Dry Shrubland","<i>Lipochaeta</i> sp. Coastal Dry Shrubland","S3",":=",":=","Certain",""
687311,"1 direct",11,"CEGL007216","Successional Sweetgum Forest","Successional Sweetgum Forest","SNA",":=",":=","Certain",""
683191,"1 direct",53,"CEGL007543","[gname]","<i>Liriodendron tulipifera - Betula lenta - Tsuga canadensis / Rhododendron maximum</i> Forest","S4S5",":=",":=","Certain",""
683191,"1 direct",48,"CEGL007543","[gname]","<i>Liriodendron tulipifera - Betula lenta - Tsuga canadensis / Rhododendron maximum</i> Forest","SNR",":=",":=","Certain",""
683191,"1 direct",50,"CEGL007543","[gname]","<i>Liriodendron tulipifera - Betula lenta - Tsuga canadensis / Rhododendron maximum</i> Forest","SNR",":=",":=","Certain",""
683191,"1 direct",58,"CEGL007543","<i>Tsuga canadensis - Liriodendron tulipifera - Betula lenta / Rhododendron maximum </i>Forest","<i>Tsuga canadensis - Liriodendron tulipifera - Betula lenta / Rhododendron maximum </i>Forest","S4",":=",":=","Certain","JV 2014: Acidic coves, with abundant Rhododendron maximum, with or without hemlock. Sites are west slope drainages, at middle elevations, on acidic sandstone colluvium. Concentration of plots is in the New and Gauley River gorges, with outliers extending north on the west slope of the Alleghenies."
687926,"1 direct",58,"CEGL008405","[gname]","<i>Liriodendron tulipifera - Pinus strobus - (Tsuga canadensis) / Carpinus caroliniana / Amphicarpaea bracteata</i> Forest","S2",":=",":=","Certain","JV 2018: 4 plots are placed here, but needs more sampling and variation between plots is high."
687926,"1 direct",53,"CEGL008405","<i>Liriodendron tulipifera - Pinus strobus - Quercus alba - (Tsuga canadensis) / Carpinus caroliniana / Amphicarpaea bracteata</i> Forest","<i>Liriodendron tulipifera - Pinus strobus - Quercus alba - (Tsuga canadensis) / Carpinus caroliniana / Amphicarpaea bracteata</i> Forest","S3",":=",":=","Certain",""
684949,"1 direct",45,"CEGL008510","[gname]","<i>Liriodendron tulipifera - Quercus rubra - Magnolia acuminata / Cornus florida</i> Forest","S4",":=",":=","Certain",""
684949,"1 direct",25,"CEGL008510","[gname]","<i>Liriodendron tulipifera - Quercus rubra - Magnolia acuminata / Cornus florida</i> Forest","SNA",":=",":=","Certain",""
686779,"1 direct",48,"CEGL007291","[gname]","<i>Liriodendron tulipifera - Tilia americana var. heterophylla - (Aesculus flava) / Actaea racemosa</i> Forest","SNR",":=",":=","Certain",""
688666,"1 direct",51,"CEGL008577","[gname]","<i>Magnolia grandiflora / Prunus caroliniana - Carpinus caroliniana / Arundinaria gigantea</i> Forest","S2S3",":=",":=","Certain","Defined narrowly in NatureServe as stands with M. grandiflora as a dominant lacking Fagus grandifolia. We have defined this assn. more broadly to include flatwoods communities in SE Texas where M. grandiflora is frequent and Fagus is relatively unimportant, reflected in the lower G-rank."
687759,"1 direct",16,"CEGL008097","<i>Marsilea villosa</i> Lowland Dry Herbland","<i>Marsilea villosa</i> Lowland Dry Herbland","S1.1",":=",":=","Certain",""
683531,"1 direct",16,"CEGL008000","<i>Metrosideros polymorpha/Cheirodendron</i> sp. Lowland Wet Forest","<i>Metrosideros polymorpha/Cheirodendron</i> sp. Lowland Wet Forest","S3",":=",":=","Certain",""
686092,"1 direct",16,"CEGL008001","<i>Metrosideros polymorpha/Cibotium</i> spp. Lowland Wet Forest","<i>Metrosideros polymorpha/Cibotium</i> spp. Lowland Wet Forest","S3",":=",":=","Certain",""
686713,"1 direct",16,"CEGL008009","<i>Metrosideros polymorpha/Cibotium</i> spp. Montane Wet Forest","<i>Metrosideros polymorpha/Cibotium</i> spp. Montane Wet Forest","S3",":=",":=","Certain",""
685502,"1 direct",16,"CEGL008039","<i>Metrosideros polymorpha/Dicranopteris</i> spp. Lowland Mesic Forest","<i>Metrosideros polymorpha/Dicranopteris</i> spp. Lowland Mesic Forest","S3",":=",":=","Certain",""
683578,"1 direct",16,"CEGL008049","<i>Metrosideros polymorpha/Dicranopteris</i> spp. Lowland Wet Shrubland","<i>Metrosideros polymorpha/Dicranopteris</i> spp. Lowland Wet Shrubland","S3",":=",":=","Certain",""
685503,"1 direct",16,"CEGL008040","<i>Metrosideros polymorpha/Dicranopteris</i> spp. Lowland Wet Forest","<i>Metrosideros polymorpha/Dicranopteris</i> spp. Lowland Wet Forest","S3",":=",":=","Certain",""
688718,"1 direct",16,"CEGL008041","<i>Metrosideros polymorpha/Dicranopteris</i> spp. Montane Wet Forest","<i>Metrosideros polymorpha/Dicranopteris</i> spp. Montane Wet Forest","S3",":=",":=","Certain",""
686327,"1 direct",16,"CEGL008061","<i>Metrosideros polymorpha/Dodonaea viscosa</i> Montane Dry Shrubland","<i>Metrosideros polymorpha/Dodonaea viscosa</i> Montane Dry Shrubland","S3",":=",":=","Certain",""
688702,"1 direct",16,"CEGL008002","<i>Metrosideros polymorpha/Freycinetia arborea</i> Wet Forest","<i>Metrosideros polymorpha/Freycinetia arborea</i> Wet Forest","S3",":=",":=","Certain",""
684543,"1 direct",16,"CEGL008007","<i>Metrosideros polymorpha</i>/Mixed Shrub Montane Wet Forest","<i>Metrosideros polymorpha</i>/Mixed Shrub Montane Wet Forest","S3",":=",":=","Certain",""
687506,"1 direct",16,"CEGL008003","<i>Metrosideros polymorpha/Pandanus</i> sp. Lowland Wet Forest","<i>Metrosideros polymorpha/Pandanus</i> sp. Lowland Wet Forest","S3",":=",":=","Certain",""
689972,"1 direct",16,"CEGL008080","<i>Metrosideros polymorpha/Rhynchospora</i> sp./<i>Dicranopteris linearis</i> Mixed Lowland Bog","<i>Metrosideros polymorpha/Rhynchospora</i> sp./<i>Dicranopteris linearis</i> Mixed Lowland Bog","S1.1",":=",":=","Certain",""
687494,"1 direct",16,"CEGL008029","[gname]","<i>Metrosideros polymorpha</i> Lowland Dry Forest","S3",":=",":=","Certain",""
687495,"1 direct",16,"CEGL008030","[gname]","<i>Metrosideros polymorpha</i> Lowland Mesic Forest","S3",":=",":=","Certain",""
688302,"1 direct",16,"CEGL008062","[gname]","<i>Metrosideros polymorpha</i> Lowland Mesic Shrubland","S3",":=",":=","Certain",""
687198,"1 direct",16,"CEGL008081","<i>Metrosideros polymorpha</i> Mixed Montane Bog","<i>Metrosideros polymorpha</i> Mixed Montane Bog","S2.2",":=",":=","Certain",""
689137,"1 direct",16,"CEGL008042","<i>Metrosideros polymorpha</i> Montane Dry Forest","<i>Metrosideros polymorpha</i> Montane Dry Forest","S3",":=",":=","Certain",""
687719,"1 direct",16,"CEGL008020","[gname]","<i>Metrosideros polymorpha</i> Montane Mesic Forest","S3",":=",":=","Certain",""
686771,"1 direct",16,"CEGL008069","<i>Metrosideros polymorpha</i> Montane Wet Shrubland","<i>Metrosideros polymorpha</i> Montane Wet Shrubland","S3",":=",":=","Certain",""
683966,"1 direct",16,"CEGL008043","<i>Metrosideros polymorpha</i> Subalpine Dry Forest","<i>Metrosideros polymorpha</i> Subalpine Dry Forest","S3",":=",":=","Certain",""
688526,"1 direct",14,"CEGL004784","[gname]","<i>Morella cerifera - Prunus caroliniana - Zanthoxylum clava-herculis</i> Shrubland","SNR",":=",":=","Certain",""
685107,"1 direct",69,"CEGL006510","[gname]","<i>Morella pensylvanica - Empetrum nigrum</i> Dwarf-shrubland","S3?",":=",":=","Certain",""
685486,"1 direct",38,"CEGL006295","<i>Morella pensylvanica - Rosa rugosa</i> Shrubland","<i>Morella pensylvanica - Rosa rugosa</i> Shrubland","S1S2",":=",":=","Certain",""
689695,"1 direct",25,"CEGL003881","[gname]","<i>Morella pensylvanica / Diodia teres</i> Shrubland","S2",":=",":=","Certain",""
689695,"1 direct",11,"CEGL003881","Chesapeake Bay Maritime Shrubland","Chesapeake Bay Maritime Shrubland","S2S3",":=",":=","Certain",""
689695,"1 direct",53,"CEGL003881","<i>Morella pensylvanica - (Prunus serotina, Diospyros virginiana) / Solidago sempervirens</i> Shrubland","<i>Morella pensylvanica - (Prunus serotina, Diospyros virginiana) / Solidago sempervirens</i> Shrubland","S2?",":=",":=","Certain",""
683579,"1 direct",16,"CEGL008050","[gname]","<i>Myoporum sandwicense</i> Coastal Dry Shrubland","S1.2",":=",":=","Certain",""
689160,"1 direct",16,"CEGL008031","<i>Nestegis sandwicensis/Diospyros sandwicensis</i> Lowland Dry Forest","<i>Nestegis sandwicensis/Diospyros sandwicensis</i> Lowland Dry Forest","S1.2",":=",":=","Certain",""
686714,"1 direct",16,"CEGL008010","[gname]","<i>Nestegis sandwicensis</i> Lowland Mesic Forest","S2.1",":=",":=","Certain",""
688309,"1 direct",16,"CEGL008044","<i>Nestegis sandwicensis</i> Montane Mesic Forest","<i>Nestegis sandwicensis</i> Montane Mesic Forest","S1.2",":=",":=","Certain",""
686772,"1 direct",16,"CEGL008070","<i>Osteomeles anthyllidifolia</i> Lowland Mesic Shrubland","<i>Osteomeles anthyllidifolia</i> Lowland Mesic Shrubland","S3",":=",":=","Certain",""
684754,"1 direct",16,"CEGL008032","[gname]","<i>Pandanus tectorius</i> Coastal Mesic Forest","S3",":=",":=","Certain",""
689691,"1 direct",51,"CEGL007937","[gname]","<i>Panicum virgatum - Tripsacum dactyloides - (Panicum hemitomon)</i> Grassland","S1",":=",":=","Certain",""
684462,"1 direct",51,"CEGL004579","[gname]","<i>Pericome caudata</i> Sparse Vegetation","S3?",":=",":=","Certain","Occurrence in Guadalupes and other mtn ranges unconfirmed."
685267,"1 direct",33,"CEGL001405","<i>Phyllodoce empetriformis / Antennaria lanata</i> Dwarf Shrubland","<i>Phyllodoce empetriformis / Antennaria lanata</i> Dwarf Shrubland","SNR",":=",":=","Certain",""
685676,"1 direct",11,"CEGL008560","Golden Bamboo Shrubland","Golden Bamboo Shrubland","SNA",":=",":=","Certain",""
684316,"1 direct",18,"CEGL001171","[gname]","<i>Physocarpus malvaceus - Symphoricarpos albus</i> Shrubland","S2",":=",":=","Certain",""
684316,"1 direct",56,"CEGL001171","[gname]","<i>Physocarpus malvaceus - Symphoricarpos albus</i> Shrubland","S2S3",":=",":=","Certain",""
684316,"1 direct",44,"CEGL001171","<i>Physocarpus malvaceus - Symphoricarpos albus</i>","<i>Physocarpus malvaceus - Symphoricarpos albus</i>","S3",":=",":=","Certain",""
685569,"1 direct",44,"CEGL000360","<i>Picea engelmannii / Clintonia uniflora</i>","<i>Picea engelmannii / Clintonia uniflora</i>","S3",":=",":=","Certain",""
688015,"1 direct",8,"CEGL000364","[gname]","<i>Picea engelmannii / Erigeron eximius</i> Forest","S5",":=",":=","Certain",""
758060,"1 direct",59,"CEGL000365","[gname]","<i>Picea engelmannii / Galium triflorum</i> Forest","SNR",":=",":=","Certain",""
758060,"1 direct",18,"CEGL002174","[gname]","<i>Picea engelmannii / Galium triflorum</i> Forest","S3",":=",":=","Certain",""
758060,"1 direct",33,"CEMT000365","[gname]","<i>Picea engelmannii / Galium triflorum</i> Forest","SNR",":=",":=","Certain",""
690012,"1 direct",8,"CEGL000366","[gname]","<i>Picea engelmannii / Geum rossii</i> Forest","SU",":=",":=","Certain",""
684569,"1 direct",33,"CEGL000368","[gname]","<i>Picea engelmannii / Hypnum revolutum</i> Forest","SNR",":=",":=","Certain",""
684569,"1 direct",18,"CEGL000368","[gname]","<i>Picea engelmannii / Hypnum revolutum</i> Forest","S2",":=",":=","Certain",""
684569,"1 direct",8,"CEGL000368","[gname]","<i>Picea engelmannii / Hypnum revolutum</i> Forest","S3",":=",":=","Certain",""
731879,"1 direct",59,"CEGL000369","[gname]","<i>Picea engelmannii / Juniperus communis</i> Forest","SNR",":=",":=","Certain",""
731879,"1 direct",18,"CEGL005925","[gname]","<i>Picea engelmannii / Juniperus communis</i> Forest","S2",":=",":=","Certain",""
731879,"1 direct",33,"CEGL005925","<i>Picea (engelmannii x glauca engelmannii) / Juniperus communis</i> Forest","<i>Picea (engelmannii x glauca engelmannii) / Juniperus communis</i> Forest","SNR",":=",":=","Certain",""
688407,"1 direct",59,"CEGL000370","[gname]","<i>Picea engelmannii / Linnaea borealis</i> Forest","SNR",":=",":=","Certain",""
688407,"1 direct",33,"CEGL002689","<i>Picea (engelmannii x glauca, engelmannii) / Linnaea borealis</i> Forest","<i>Picea (engelmannii x glauca, engelmannii) / Linnaea borealis</i> Forest","SNR",":=",":=","Certain",""
688427,"1 direct",56,"CEGL000415","[gname]","<i>Picea engelmannii / Maianthemum stellatum</i> Forest","SNR",":=",":=","Certain",""
688427,"1 direct",18,"CEGL000415","[gname]","<i>Picea engelmannii / Maianthemum stellatum</i> Forest","SNR",":=",":=","Certain",""
688427,"1 direct",33,"CEGL000415","<i>Picea (engelmannii x glauca, engelmannii) / Maianthemum stellatum</i> Forest","<i>Picea (engelmannii x glauca, engelmannii) / Maianthemum stellatum</i> Forest","SNR",":=",":=","Certain",""
685938,"1 direct",8,"CEGL000371","[gname]","<i>Picea engelmannii</i> / Moss Forest","S1S2",":=",":=","Certain",""
687572,"1 direct",33,"CEGL002676","<i>Picea (engelmannii x glauca, engelmannii) / Physocarpus malvaceus</i> Forest","<i>Picea (engelmannii x glauca, engelmannii) / Physocarpus malvaceus</i> Forest","SNR",":=",":=","Certain",""
687471,"1 direct",8,"CEGL000374","[gname]","<i>Picea engelmannii / Ribes montigenum</i> Forest","S5",":=",":=","Certain",""
688583,"1 direct",8,"CEGL000377","[gname]","<i>Picea engelmannii / Trifolium dasyphyllum</i> Forest","S2",":=",":=","Certain",""
685940,"1 direct",8,"CEGL000379","[gname]","<i>Picea engelmannii / Vaccinium myrtillus</i> Forest","S4S5",":=",":=","Certain",""
687835,"1 direct",8,"CEGL000381","[gname]","<i>Picea engelmannii / Vaccinium scoparium</i> Forest","S4",":=",":=","Certain",""
687835,"1 direct",33,"CEGL000381","[gname]","<i>Picea engelmannii / Vaccinium scoparium</i> Forest","SNR",":=",":=","Certain",""
687835,"1 direct",44,"CEGL000381","<i>Picea engelmannii / Vaccinium scoparium</i>","<i>Picea engelmannii / Vaccinium scoparium</i>","SU",":=",":=","Certain",""
690025,"1 direct",69,"CEGL002475","[gname]","<i>Picea glauca - Abies balsamea - Populus tremuloides</i> / Mixed Herbs Forest","SNA",":=",":=","Certain",""
690025,"1 direct",62,"CEGL002475","<i>Picea glauca-Abies balsamea-Populus tremuloides</i>/Herb Rich Forest","<i>Picea glauca-Abies balsamea-Populus tremuloides</i>/Herb Rich Forest","S4S5",":=",":=","Certain","A mixed forest type, with Picea glauca, Abies balsamea, and Populus tremuloides the codominant tree species. The understorey may contain dense thickets of Abies balsamea, along with Cornus sericea [= C. stolonifera] and Acer spicatum. Herbs may include Aralia nudicaulis, Aster ciliolatus, Maianthemum canadense, Petasites palmatus and Linnaea borealis. Occurring on moist, rapidly drained, fine-textured mineral soils. Similar to Manitoba FEC typeV13. References: Zoladeski et al. (1995), Mueller-Dombois (1964)."
684967,"1 direct",69,"CEGL002446","[gname]","<i>Picea glauca - Abies balsamea / Acer spicatum / Rubus pubescens</i> Forest","SNA",":=",":=","Certain",""
684967,"1 direct",62,"CEGL002446","<i>Picea glauca-Abies balsamea/(Acer spicatum)/Rubus pubescens</i> Forest","<i>Picea glauca-Abies balsamea/(Acer spicatum)/Rubus pubescens</i> Forest","S4",":=",":=","Certain","A Picea glauca-dominated forest which may contain a variety of other species in the tree canopy, including Abies balsamea, Populus tremuloides, Picea mariana and Betula papyrifera. Canopy cover of this forest varies from open and discontinuous to closed. This forest tends to be shrub-rich, including such species as Acer spicatum, Abies balsamea, Corylus cornuta and Amelanchier spp. Development of the herbaceous layer is variable, with Rubus pubescens, Aralia nudicaulis, Cornus canadensis, Mitella nuda, and Equisetum arvense among the most common herbs. Moss cover is lower than in the related Picea glauca-Abies balsamea/Pleurozium schreberi Forest (CEGL002509), due to the dense shrub layer found here. Occurring on fresh to moist, usually well drained mineral soils. Similar to Manitoba FEC type V21 and NW Ontario FEC type V24. References: Zoladeski, et al. (1995), Sims, et al. (1989)."
688915,"1 direct",69,"CEGL002509","[gname]","<i>Picea glauca - Abies balsamea / Pleurozium schreberi</i> Forest","SNA",":=",":=","Certain",""
688915,"1 direct",62,"CEGL002509","<i>Picea glauca-Abies balsamea/Pleurozium schreberi</i> Forest","<i>Picea glauca-Abies balsamea/Pleurozium schreberi</i> Forest","S4",":=",":=","Certain","Dominated by Picea glauca and/or Abies balsamea, often with lesser amounts of Picea mariana. The understory of this forest ranges from shrub and herb poor to moderately rich. Abies balsamea is often abundant in the tall shrub stratum, along with Amelanchier spp. Low shrubs may include Linnaea borealis, Diervilla lonicera, and Rosa acicularis. Cornus canadensis, Maianthemum canadense, Aralia nudicaulis and Clintonia borealis may be common herbs. The forest floor is covered with Pleurozium schreberi, an important feature distinguishing this forest from the related Picea glauca-Abies balsamea/(Acer spicatum)/Rubus pubescens Forest (CEGL002446). Occurring mainly on fresh, well drained, upland mineral soils, most commonly with coarse-loamy texture. Similar to Manitoba FEC type V21 and NW Ontario FEC type V25. References: Zoladeski, et al. (1995), Sims, et al. (1989)."
687009,"1 direct",49,"CEGL000382","[gname]","<i>Picea glauca / Linnaea borealis</i> Forest","SNR",":=",":=","Certain",""
683276,"1 direct",49,"CEGL000383","[gname]","<i>Picea glauca / Vaccinium scoparium</i> Forest","SNR",":=",":=","Certain",""
688962,"1 direct",49,"CEGL002057","[gname]","<i>Picea glauca</i> Alluvial Black Hills Forest","SNR",":=",":=","Certain",""
687709,"1 direct",69,"CEGL006038","[gname]","<i>Picea mariana - Abies balsamea / Sibbaldiopsis tridentata</i> Shrubland","SNA",":=",":=","Certain",""
687548,"1 direct",69,"CEGL006361","[gname]","<i>Picea mariana - Picea rubens / Pleurozium schreberi</i> Forest","SNA",":=",":=","Certain",""
683437,"1 direct",69,"CEGL006292","<i>Picea mariana / Kalmia angustifolia</i> / (<i>Cladina</i> sp.) Woodland","<i>Picea mariana / Kalmia angustifolia</i> / (<i>Cladina</i> sp.) Woodland","S4?",":=",":=","Certain",""
688759,"1 direct",69,"CEGL002447","[gname]","<i>Picea mariana / Pleurozium schreberi</i> Forest","S4",":=",":=","Certain",""
688759,"1 direct",62,"CEGL002447","<i>Picea mariana/Pleurozium schreberi</i> Forest","<i>Picea mariana/Pleurozium schreberi</i> Forest","S4",":=",":=","Certain","An upland Picea mariana forest type with a poorly developed understory and a forest floor covered with a continuous mat of mosses, including Pleurozium schreberi, Hylocomium splendens, Ptilium crista-castrensis and Dicranum polysetum. The tall shrub layer is sparse, consisting of scattered Alnus viridis [= A. crispa] and Picea mariana. Vaccinium spp., Linnaea borealis and Ledum groenlandicum are the most common low shrubs, while Cornus canadensis, Maianthemum canadense and Petasites palmatus are the most common herbs. Occurring mainly on fresh, well drained, upland mineral soils, commonly with clayey or loamy texture. Similar to Manitoba FEC types V27 and V29 and NW Ontario FEC type V33. References: Zoladeski, et al. (1995), Sims, et al. (1989)."
684208,"1 direct",8,"CEGL000385","[gname]","<i>Picea pungens / Arctostaphylos uva-ursi</i> Forest","SU",":=",":=","Certain",""
684858,"1 direct",8,"CEGL000386","[gname]","<i>Picea pungens / Arnica cordifolia</i> Forest","SU",":=",":=","Certain",""
689037,"1 direct",8,"CEGL000387","[gname]","<i>Picea pungens / Carex siccata</i> Forest","SU",":=",":=","Certain",""
686921,"1 direct",8,"CEGL000390","[gname]","<i>Picea pungens / Erigeron eximius</i> Forest","SU",":=",":=","Certain",""
684496,"1 direct",8,"CEGL000895","[gname]","<i>Picea pungens / Festuca arizonica</i> Woodland","SU",":=",":=","Certain",""
